ArticleEntity,spancol_3,1-1,2-1,3-1,4-1,Total-1
Q24636104,,,,,,
Q24636104,,,,,,
Q24636104,,,,,,
Q24636104,,,,,,
Q24636104,,,,,,
Q24636104,,,,,,
Q24636104,,,,,,
Q24636104,,,,,,
Q24636104,,,,,,
Q24636104,,,,,,
Q24636104,,,,,,
Q24636104,,,,,,
Q24636104,,,,,,
Q24636104,,,,,,
Q24636104,,,,,,
Q24636104,,,,,,
Q24636104,,,,,,
Q4606602,,,,,,
Q4606602,,,,,,
Q4606602,,,,,,
Q4606602,,,,,,
Q4606602,,,,,,
Q4606602,,,,,,
Q4606602,,,,,,
Q4606602,,,,,,
Q4606602,,,,,,
Q4606602,,,,,,
Q4606602,,,,,,
Q4606602,,,,,,
Q4606602,,,,,,
Q4606602,,,,,,
Q4606602,,,,,,
Q4606602,,,,,,
Q4606602,,,,,,
Q4606602,,,,,,
Q4606602,,,,,,
Q4606602,,,,,,
Q4606602,,,,,,
Q4606602,,,,,,
Q4606602,,,,,,
Q4606602,,,,,,
Q4606602,,,,,,
Q4606602,,,,,,
Q4608036,,,,,,
Q4608036,,,,,,
Q4608036,,,,,,
Q4608036,,,,,,
Q4608036,,,,,,
Q4608036,,,,,,
Q4608036,,,,,,
Q4608036,,,,,,
Q4608036,,,,,,
Q4608036,,,,,,
Q4608036,,,,,,
Q4608036,,,,,,
Q4608036,,,,,,
Q4608036,,,,,,
Q4608036,,,,,,
Q4608036,,,,,,
Q4608036,,,,,,
Q4608036,,,,,,
Q4608036,,,,,,
Q4608036,,,,,,
Q4608036,,,,,,
Q4608036,,,,,,
Q4608036,,,,,,
Q4608036,,,,,,
Q4608036,,,,,,
Q4608036,,,,,,
Q4608036,,,,,,
Q4608036,,,,,,
Q5011663,,,,,,
Q5011663,,,,,,
Q5011663,,,,,,
Q5011663,,,,,,
Q5011663,,,,,,
Q5011663,,,,,,
Q5011663,,,,,,
Q5011663,,,,,,
Q5011663,,,,,,
Q5011663,,,,,,
Q5011663,,,,,,
Q5011663,,,,,,
Q5011663,,,,,,
Q5011663,,,,,,
Q5011663,,,,,,
Q5011663,,,,,,
Q5011663,,,,,,
Q5011663,,,,,,
Q16241230,,,,,,
Q16241230,,,,,,
Q16241230,,,,,,
Q16241230,,,,,,
Q16241230,,,,,,
Q16241230,,,,,,
Q16241230,,,,,,
Q16241230,,,,,,
Q16241230,,,,,,
Q16241230,,,,,,
Q16241230,,,,,,
Q16241230,,,,,,
Q16241230,,,,,,
Q16241230,,,,,,
Q16241230,,,,,,
Q16241230,,,,,,
Q16241230,,,,,,
Q16241230,,,,,,
Q16241230,,,,,,
Q16241230,,,,,,
Q19866639,,,,,,
Q19866639,,,,,,
Q19866639,,,,,,
Q19866639,,,,,,
Q19866639,,,,,,
Q19866639,,,,,,
Q19866639,,,,,,
Q19866639,,,,,,
Q19866639,,,,,,
Q19866639,,,,,,
Q19866639,,,,,,
Q19866639,,,,,,
Q19866639,,,,,,
Q19866639,,,,,,
Q19866639,,,,,,
Q19866639,,,,,,
Q19866639,,,,,,
Q19866639,,,,,,
Q19866639,,,,,,
Q19866639,,,,,,
Q19866639,,,,,,
Q19866639,,,,,,
Q19866639,,,,,,
Q19866639,,,,,,
Q19866639,,,,,,
Q19866639,,,,,,
Q19866639,,,,,,
Q19866639,,,,,,
Q19866639,,,,,,
Q19866639,,,,,,
Q4620948,,,,,,
Q4620948,,,,,,
Q4620948,,,,,,
Q4620948,,,,,,
Q4620948,,,,,,
Q4620948,,,,,,
Q4620948,,,,,,
Q4620948,,,,,,
Q4620948,,,,,,
Q4620948,,,,,,
Q4620948,,,,,,
Q4620948,,,,,,
Q4620948,,,,,,
Q4620948,,,,,,
Q4620948,,,,,,
Q4620948,,,,,,
Q4620948,,,,,,
Q4620948,,,,,,
Q4620948,,,,,,
Q4620948,,,,,,
Q4620948,,,,,,
Q4620948,,,,,,
Q4620948,,,,,,
Q4620948,,,,,,
Q16241287,,,,,,
Q16241287,,,,,,
Q16241287,,,,,,
Q16241287,,,,,,
Q16241287,,,,,,
Q16241287,,,,,,
Q16241287,,,,,,
Q16241287,,,,,,
Q16241287,,,,,,
Q16241287,,,,,,
Q16241287,,,,,,
Q16241287,,,,,,
Q16241287,,,,,,
Q16241287,,,,,,
Q16241287,,,,,,
Q16241287,,,,,,
Q16241287,,,,,,
Q16241287,,,,,,
Q16241287,,,,,,
Q16241287,,,,,,
Q16241287,,,,,,
Q16241287,,,,,,
Q16241287,,,,,,
Q16241287,,,,,,
Q4625311,,,,,,
Q4625311,,,,,,
Q4625311,,,,,,
Q4625311,,,,,,
Q4625311,,,,,,
Q4625311,,,,,,
Q4625311,,,,,,
Q4625311,,,,,,
Q4625311,,,,,,
Q4625311,,,,,,
Q4625311,,,,,,
Q4625311,,,,,,
Q4625311,,,,,,
Q4625311,,,,,,
Q4625311,,,,,,
Q4625311,,,,,,
Q4625311,,,,,,
Q4625311,,,,,,
Q4625311,,,,,,
Q4625311,,,,,,
Q4625311,,,,,,
Q4625311,,,,,,
Q4625311,,,,,,
Q4625311,,,,,,
Q4625311,,,,,,
Q4625311,,,,,,
Q4625879,,,,,,
Q4625879,,,,,,
Q4625879,,,,,,
Q4625879,,,,,,
Q4625879,,,,,,
Q4625879,,,,,,
Q4625879,,,,,,
Q4625879,,,,,,
Q4625879,,,,,,
Q4625879,,,,,,
Q4625879,,,,,,
Q4625879,,,,,,
Q4625879,,,,,,
Q4625879,,,,,,
Q4625879,,,,,,
Q4625879,,,,,,
Q4625879,,,,,,
Q4625879,,,,,,
Q4625879,,,,,,
Q4625879,,,,,,
Q4625879,,,,,,
Q4625879,,,,,,
Q4625879,,,,,,
Q4625879,,,,,,
Q4625879,,,,,,
Q4625879,,,,,,
Q28449626,,,,,,
Q28449626,,,,,,
Q28449626,,,,,,
Q28449626,,,,,,
Q28449626,,,,,,
Q28449626,,,,,,
Q28449626,,,,,,
Q28449626,,,,,,
Q28449626,,,,,,
Q28449626,,,,,,
Q28449626,,,,,,
Q28449626,,,,,,
Q28449626,,,,,,
Q28449626,,,,,,
Q28449626,,,,,,
Q28449626,,,,,,
Q28449626,,,,,,
Q28449626,,,,,,
Q28449626,,,,,,
Q28449626,,,,,,
Q28449626,,,,,,
Q28449626,,,,,,
Q28449626,,,,,,
Q28449626,,,,,,
Q28449626,,,,,,
Q28449626,,,,,,
Q2657085,,,,,,
Q2657085,,,,,,
Q2657085,,,,,,
Q2657085,,,,,,
Q2657085,,,,,,
Q2657085,,,,,,
Q2657085,,,,,,
Q2657085,,,,,,
Q2657085,,,,,,
Q2657085,,,,,,
Q2657085,,,,,,
Q2657085,,,,,,
Q2657085,,,,,,
Q2657085,,,,,,
Q2657085,,,,,,
Q2657085,,,,,,
Q2657085,,,,,,
Q2657085,,,,,,
Q2657085,,,,,,
Q2657085,,,,,,
Q2657085,,,,,,
Q2657085,,,,,,
Q2657085,,,,,,
Q2657085,,,,,,
Q2657085,,,,,,
Q2657085,,,,,,
Q2657085,,,,,,
Q2657085,,,,,,
Q16975685,,,,,,
Q16975685,,,,,,
Q16975685,,,,,,
Q16975685,,,,,,
Q16975685,,,,,,
Q16975685,,,,,,
Q16975685,,,,,,
Q16975685,,,,,,
Q16975685,,,,,,
Q16975685,,,,,,
Q16975685,,,,,,
Q16975685,,,,,,
Q16975685,,,,,,
Q16975685,,,,,,
Q16975685,,,,,,
Q16975685,,,,,,
Q16975685,,,,,,
Q16975685,,,,,,
Q16975685,,,,,,
Q16975685,,,,,,
Q16975685,,,,,,
Q16975685,,,,,,
Q16975685,,,,,,
Q16975685,,,,,,
Q16241051,,,,,,
Q16241051,,,,,,
Q16241051,,,,,,
Q16241051,,,,,,
Q16241051,,,,,,
Q16241051,,,,,,
Q16241051,,,,,,
Q16241051,,,,,,
Q16241051,,,,,,
Q16241051,,,,,,
Q16241051,,,,,,
Q16241051,,,,,,
Q16241051,,,,,,
Q16241051,,,,,,
Q16241051,,,,,,
Q16241051,,,,,,
Q16241051,,,,,,
Q16241051,,,,,,
Q16241051,,,,,,
Q16241051,,,,,,
Q16241051,,,,,,
Q16241051,,,,,,
Q16241051,,,,,,
Q16241051,,,,,,
Q22095317,,,,,,
Q22095317,,,,,,
Q22095317,,,,,,
Q22095317,,,,,,
Q22095317,,,,,,
Q22095317,,,,,,
Q22095317,,,,,,
Q22095317,,,,,,
Q23303153,,,,,,
Q23303153,,,,,,
Q23303153,,,,,,
Q23303153,,,,,,
Q23303153,,,,,,
Q23303153,,,,,,
Q23303153,,,,,,
Q23303153,,,,,,
Q23303153,,,,,,
Q23303153,,,,,,
Q23303153,,,,,,
Q23303153,,,,,,
Q23303153,,,,,,
Q23303153,,,,,,
Q23303153,,,,,,
Q23303153,,,,,,
Q23303153,,,,,,
Q23303153,,,,,,
Q23303153,,,,,,
Q23303153,,,,,,
Q23303153,,,,,,
Q23303153,,,,,,
Q23303153,,,,,,
Q23303153,,,,,,
Q18702067,,,,,,
Q18702067,,,,,,
Q18702067,,,,,,
Q18702067,,,,,,
Q18702067,,,,,,
Q18702067,,,,,,
Q18702067,,,,,,
Q18702067,,,,,,
Q18702067,,,,,,
Q18702067,,,,,,
Q18702067,,,,,,
Q18702067,,,,,,
Q18702067,,,,,,
Q18702067,,,,,,
Q18702067,,,,,,
Q18702067,,,,,,
Q18702067,,,,,,
Q18702067,,,,,,
Q18702067,,,,,,
Q18702067,,,,,,
Q18702067,,,,,,
Q18702067,,,,,,
Q18702067,,,,,,
Q18702067,,,,,,
Q18702067,,,,,,
Q18702067,,,,,,
Q18702067,,,,,,
Q18702067,,,,,,
Q48842166,,,,,,
Q48842166,,,,,,
Q4618826,,,,,,
Q4618826,,,,,,
Q4618826,,,,,,
Q4618826,,,,,,
Q4618826,,,,,,
Q4618826,,,,,,
Q4618826,,,,,,
Q4618826,,,,,,
Q4618826,,,,,,
Q4618826,,,,,,
Q4618826,,,,,,
Q4618826,,,,,,
Q4618826,,,,,,
Q4618826,,,,,,
Q4618826,,,,,,
Q4618826,,,,,,
Q4618826,,,,,,
Q4618826,,,,,,
Q4618826,,,,,,
Q4618826,,,,,,
Q4618826,,,,,,
Q4618826,,,,,,
Q4618826,,,,,,
Q4618826,,,,,,
Q4622801,,,,,,
Q4622801,,,,,,
Q4622801,,,,,,
Q4622801,,,,,,
Q4622801,,,,,,
Q4622801,,,,,,
Q4622801,,,,,,
Q4622801,,,,,,
Q4622801,,,,,,
Q4622801,,,,,,
Q4622801,,,,,,
Q4622801,,,,,,
Q4622801,,,,,,
Q4622801,,,,,,
Q4622801,,,,,,
Q4622801,,,,,,
Q4622801,,,,,,
Q4622801,,,,,,
Q4622801,,,,,,
Q4622801,,,,,,
Q4622801,,,,,,
Q4622801,,,,,,
Q4613336,,,,,,
Q4613336,,,,,,
Q4613336,,,,,,
Q4613336,,,,,,
Q4613336,,,,,,
Q4613336,,,,,,
Q4613336,,,,,,
Q4613336,,,,,,
Q4613336,,,,,,
Q4613336,,,,,,
Q4613336,,,,,,
Q4613336,,,,,,
Q4613336,,,,,,
Q4613336,,,,,,
Q4613336,,,,,,
Q4613336,,,,,,
Q4613336,,,,,,
Q4613336,,,,,,
Q4613336,,,,,,
Q4613336,,,,,,
Q4613336,,,,,,
Q4613336,,,,,,
Q4613336,,,,,,
Q4613336,,,,,,
Q4613336,,,,,,
Q4613336,,,,,,
Q4613336,,,,,,
Q4613336,,,,,,
Q4613336,,,,,,
Q4613336,,,,,,
Q4613336,,,,,,
Q4613336,,,,,,
Q4613336,,,,,,
Q4613336,,,,,,
Q16974851,,,,,,
Q16974851,,,,,,
Q16974851,,,,,,
Q16974851,,,,,,
Q16974851,,,,,,
Q16974851,,,,,,
Q16974851,,,,,,
Q16974851,,,,,,
Q16974851,,,,,,
Q16974851,,,,,,
Q16974851,,,,,,
Q16974851,,,,,,
Q16974851,,,,,,
Q16974851,,,,,,
Q16974851,,,,,,
Q16974851,,,,,,
Q16974851,,,,,,
Q16974851,,,,,,
Q16974851,,,,,,
Q16974851,,,,,,
Q16974851,,,,,,
Q16974851,,,,,,
Q24636093,,,,,,
Q24636093,,,,,,
Q24636093,,,,,,
Q24636093,,,,,,
Q24636093,,,,,,
Q24636093,,,,,,
Q24636093,,,,,,
Q24636093,,,,,,
Q24636093,,,,,,
Q24636093,,,,,,
Q24636093,,,,,,
Q24636093,,,,,,
Q24636093,,,,,,
Q24636093,,,,,,
Q24636093,,,,,,
Q24636093,,,,,,
Q24636093,,,,,,
Q24636093,,,,,,
Q24636093,,,,,,
Q24636093,,,,,,
Q24636093,,,,,,
Q24636093,,,,,,
Q24636093,,,,,,
Q24636093,,,,,,
Q24636093,,,,,,
Q24636093,,,,,,
Q28230129,,,,,,
Q28230129,,,,,,
Q28230129,,,,,,
Q28230129,,,,,,
Q28230129,,,,,,
Q28230129,,,,,,
Q28230129,,,,,,
Q28230129,,,,,,
Q28230129,,,,,,
Q28230129,,,,,,
Q28230129,,,,,,
Q28230129,,,,,,
Q28230129,,,,,,
Q28230129,,,,,,
Q28230129,,,,,,
Q28230129,,,,,,
Q28230129,,,,,,
Q28230129,,,,,,
Q28230129,,,,,,
Q28230129,,,,,,
Q28230129,,,,,,
Q28230129,,,,,,
Q28230129,,,,,,
Q28230129,,,,,,
Q28230129,,,,,,
Q28230129,,,,,,
Q28230129,,,,,,
Q28230129,,,,,,
Q28230129,,,,,,
Q28230129,,,,,,
Q4612228,,,,,,
Q4612228,,,,,,
Q4612228,,,,,,
Q4612228,,,,,,
Q4612228,,,,,,
Q4612228,,,,,,
Q4612228,,,,,,
Q4612228,,,,,,
Q4612228,,,,,,
Q4612228,,,,,,
Q4612228,,,,,,
Q4612228,,,,,,
Q4612228,,,,,,
Q4612228,,,,,,
Q4612228,,,,,,
Q4612228,,,,,,
Q4612228,,,,,,
Q4612228,,,,,,
Q4612228,,,,,,
Q4612228,,,,,,
Q4612228,,,,,,
Q4612228,,,,,,
Q4612228,,,,,,
Q4612228,,,,,,
Q4611299,,,,,,
Q4611299,,,,,,
Q4611299,,,,,,
Q4611299,,,,,,
Q4611299,,,,,,
Q4611299,,,,,,
Q4611299,,,,,,
Q4611299,,,,,,
Q4611299,,,,,,
Q4611299,,,,,,
Q4611299,,,,,,
Q4611299,,,,,,
Q4611299,,,,,,
Q4611299,,,,,,
Q4611299,,,,,,
Q4611299,,,,,,
Q4611299,,,,,,
Q4611299,,,,,,
Q4611299,,,,,,
Q4611299,,,,,,
Q4611299,,,,,,
Q4611299,,,,,,
Q4611299,,,,,,
Q4611299,,,,,,
Q4611299,,,,,,
Q4611299,,,,,,
Q19843056,,,,,,
Q19843056,,,,,,
Q19843056,,,,,,
Q19843056,,,,,,
Q19843056,,,,,,
Q19843056,,,,,,
Q19843056,,,,,,
Q19843056,,,,,,
Q19843056,,,,,,
Q19843056,,,,,,
Q19843056,,,,,,
Q19843056,,,,,,
Q19843056,,,,,,
Q19843056,,,,,,
Q19843056,,,,,,
Q19843056,,,,,,
Q19843056,,,,,,
Q19843056,,,,,,
Q19843056,,,,,,
Q19843056,,,,,,
Q19843056,,,,,,
Q19843056,,,,,,
Q19843056,,,,,,
Q19843056,,,,,,
Q4582940,,,,,,
Q4582940,,,,,,
Q4582940,,,,,,
Q4582940,,,,,,
Q4582940,,,,,,
Q4582940,,,,,,
Q4606345,,,,,,
Q4606345,,,,,,
Q4606345,,,,,,
Q4606345,,,,,,
Q4606345,,,,,,
Q4606345,,,,,,
Q4606345,,,,,,
Q4606345,,,,,,
Q4606345,,,,,,
Q4606345,,,,,,
Q4606345,,,,,,
Q4606345,,,,,,
Q4606345,,,,,,
Q4606345,,,,,,
Q4606345,,,,,,
Q4606345,,,,,,
Q4606345,,,,,,
Q4606345,,,,,,
Q4606345,,,,,,
Q4606345,,,,,,
Q4606345,,,,,,
Q4606345,,,,,,
Q4606345,,,,,,
Q4606345,,,,,,
Q4606345,,,,,,
Q4606345,,,,,,
Q4606345,,,,,,
Q4606345,,,,,,
Q29075805,,,,,,
Q29075805,,,,,,
Q29075805,,,,,,
Q29075805,,,,,,
Q29075805,,,,,,
Q29075805,,,,,,
Q29075805,,,,,,
Q29075805,,,,,,
Q29075805,,,,,,
Q29075805,,,,,,
Q29075805,,,,,,
Q29075805,,,,,,
Q29075805,,,,,,
Q29075805,,,,,,
Q29075805,,,,,,
Q29075805,,,,,,
Q29075805,,,,,,
Q29075805,,,,,,
Q29075805,,,,,,
Q29075805,,,,,,
Q29075805,,,,,,
Q29075805,,,,,,
Q29075805,,,,,,
Q29075805,,,,,,
Q4621999,,,,,,
Q4621999,,,,,,
Q4621999,,,,,,
Q4621999,,,,,,
Q4621999,,,,,,
Q4621999,,,,,,
Q4621999,,,,,,
Q4621999,,,,,,
Q4621999,,,,,,
Q4621999,,,,,,
Q4621999,,,,,,
Q4621999,,,,,,
Q4621999,,,,,,
Q4621999,,,,,,
Q4621999,,,,,,
Q4621999,,,,,,
Q4621999,,,,,,
Q4621999,,,,,,
Q4621999,,,,,,
Q4621999,,,,,,
Q4621999,,,,,,
Q4621999,,,,,,
Q4621999,,,,,,
